point,dir_idx,h,pred_dot,delta0,delta_plus,delta_minus,central_secant,right_secant,left_secant,sign_match_central,sign_match_right,sign_match_left,n_switches_plus,cc_mass_plus,n_switches_minus,cc_mass_minus,wall_plus_s,wall_minus_s
upper_gp1.01,20,0.005,-0.013258487708473545,0.23088414900346266,0.23076983424929143,0.23103808957293967,-0.02682553236482421,-0.022862950834245943,-0.03078811389540248,true,true,true,72,0.0009406524433222404,56,0.0007718358390894669,5.868131875991821,5.499815940856934
lower_gp0.99,1,0.02,-0.010296834018469682,0.12964458417300687,0.12941667424422534,0.1298601025210247,-0.011085706919983923,-0.011395496439076114,-0.010775917400891732,true,true,true,231,0.0026065559177346153,243,0.002737282611112911,5.40631103515625,5.444746017456055
lower_gp0.99,1,0.005,-0.010296834018469682,0.12964458417300687,0.1295678442406058,0.12970026187330458,-0.013241763269877804,-0.015347986480213072,-0.011135540059542537,true,true,true,64,0.0007191839657632698,63,0.0007041233046884581,5.386052131652832,5.415167808532715
lower_gp0.99,2,0.02,-0.010133198357061059,0.12964458417300687,0.1294201961287899,0.12985613257507872,-0.010898411157220234,-0.011219402210847773,-0.010577420103592694,true,true,true,203,0.002427344631598343,197,0.0021697297240913078,5.444133996963501,5.4011030197143555
lower_gp0.99,2,0.005,-0.010133198357061059,0.12964458417300687,0.12959498940161895,0.12966772035480542,-0.007273095318646727,-0.009918954277582381,-0.004627236359711073,true,true,true,42,0.0005027800952209867,52,0.0005573325515206443,5.339722156524658,5.409601211547852
lower_gp0.99,3,0.02,0.013361516978035216,0.12964458417300687,0.1298831262511735,0.1294070202337789,0.011902650434864742,0.011927103908331016,0.011878196961398468,true,true,true,226,0.0023696679530888515,222,0.002631879744499392,5.508965015411377,5.420719861984253
lower_gp0.99,3,0.005,0.013361516978035216,0.12964458417300687,0.12971788796828504,0.12956075283245905,0.015713513582599203,0.014660759055634687,0.01676626810956372,true,true,true,66,0.0006960069217555142,57,0.0006523787708173644,5.306355953216553,5.4124369621276855
lower_gp0.99,4,0.02,-0.040417875802658286,0.12964458417300687,0.1288931545120244,0.13043364751813474,-0.03851232515275846,-0.037571483049123056,-0.03945316725639386,true,true,true,298,0.003422226666213685,299,0.003111321053803992,5.440805912017822,5.39201807975769
lower_gp0.99,4,0.005,-0.040417875802658286,0.12964458417300687,0.12944943108373008,0.12983412693534024,-0.03846958516101617,-0.039030617855356775,-0.03790855246667557,true,true,true,79,0.00087409250157475,85,0.0008988429298058433,5.414386034011841,5.473899841308594
lower_gp0.99,5,0.02,-0.006264591544284494,0.12964458417300687,0.12952705289418562,0.12976665968851184,-0.005990169858155481,-0.005876563941062396,-0.0061037757752485655,true,true,true,288,0.00327489298431682,281,0.003234500271005107,5.43842887878418,5.446707010269165
lower_gp0.99,5,0.005,-0.006264591544284494,0.12964458417300687,0.12964485306622084,0.12963781510111202,0.0007037965108813715,5.377864279454414e-5,0.001353814378968199,false,false,false,66,0.0007707865338764759,72,0.0008706127690891719,5.39551305770874,5.457261085510254
lower_gp0.99,6,0.02,0.003635410062071107,0.12964458417300687,0.12976449535180207,0.12960347646074322,0.004025472276471265,0.0059955589397600595,0.00205538561318247,true,true,true,213,0.002386961135133715,235,0.002787201646905204,5.492729902267456,5.482892990112305
lower_gp0.99,6,0.005,0.003635410062071107,0.12964458417300687,0.12965076874933112,0.1296113198918822,0.003944885744891491,0.0012369152648517012,0.006652856224931281,true,true,true,59,0.0006466649692657,60,0.0006840578923973865,5.448024034500122,5.528362035751343
lower_gp0.99,7,0.02,-0.013960008787707671,0.12964458417300687,0.12934325392675103,0.12994946704067298,-0.015155327848048739,-0.01506651231279188,-0.015244143383305597,true,true,true,233,0.0026917810268865926,198,0.0023923817565406082,5.477531909942627,5.3826210498809814
lower_gp0.99,7,0.005,-0.013960008787707671,0.12964458417300687,0.12956000969542408,0.12971534283195094,-0.015533313652685288,-0.01691489551655656,-0.014151731788814015,true,true,true,65,0.0007308211918717815,57,0.0006414923183846099,5.284053087234497,5.446961164474487
lower_gp0.99,8,0.02,-0.017410215619347,0.12964458417300687,0.12924307206557878,0.13007157411052545,-0.020712551123666656,-0.020075605371404348,-0.021349496875928964,true,true,true,206,0.002310638234509567,206,0.0023262317759963113,5.49287486076355,5.461097002029419
lower_gp0.99,8,0.005,-0.017410215619347,0.12964458417300687,0.12956255535230501,0.12974656989216238,-0.018401453985736338,-0.016405764140370316,-0.02039714383110236,true,true,true,54,0.0006458021833467631,61,0.0005907009222744765,5.3207480907440186,5.406481981277466
lower_gp0.99,9,0.02,0.0034560012462881676,0.12964458417300687,0.1296961556897127,0.12958488638276966,0.002781732673576287,0.0025785758352922517,0.0029848895118603225,true,true,true,228,0.0025424594083794955,216,0.0024788635531903455,5.413826942443848,5.448345184326172
lower_gp0.99,9,0.005,0.0034560012462881676,0.12964458417300687,0.12966758999240907,0.12964053684746957,0.002705314493950395,0.004601163880441073,0.000809465107459717,true,true,true,49,0.0005499102347677571,58,0.0007289878017231143,5.489454984664917,5.507048845291138
lower_gp0.99,10,0.02,0.005922497690818799,0.12964458417300687,0.12974536432868589,0.12952069494055682,0.0056167347032266834,0.0050390077839509995,0.006194461622502367,true,true,true,196,0.002255856502284396,204,0.0022231433801905348,5.3866729736328125,5.452336072921753
lower_gp0.99,10,0.005,0.005922497690818799,0.12964458417300687,0.12968884767950273,0.12961893949876277,0.006990818073995819,0.008852701299172372,0.0051289348488192665,true,true,true,65,0.0008412831685235864,57,0.0006386508221773934,5.3082969188690186,5.379629850387573
lower_gp0.99,11,0.02,0.022447289614949704,0.12964458417300687,0.13017807592513617,0.12922348903213954,0.02386467232491571,0.026674587606465017,0.0210547570433664,true,true,true,282,0.0033349784680334407,281,0.003251523774342173,5.489068984985352,5.405807971954346
lower_gp0.99,11,0.005,0.022447289614949704,0.12964458417300687,0.129793765319456,0.12953946712243708,0.02542981970189151,0.029836229289825766,0.021023410113957253,true,true,true,83,0.0010251657567286654,66,0.0007973953868897614,5.286944150924683,5.4217369556427
lower_gp0.99,12,0.02,-0.03237807864444643,0.12964458417300687,0.12909161502533076,0.13025669935651063,-0.0291271082794968,-0.02764845738380539,-0.030605759175188207,true,true,true,243,0.002773729196447858,255,0.0027137193325150024,5.4200379848480225,5.387513160705566
lower_gp0.99,12,0.005,-0.03237807864444643,0.12964458417300687,0.1294912512766078,0.12976197470367595,-0.02707234270681591,-0.03066657927981442,-0.0234781061338174,true,true,true,64,0.000807496195992631,82,0.0008644652802797133,5.378497123718262,5.524462938308716
lower_gp0.99,13,0.02,0.013298096014297416,0.12964458417300687,0.12998308916314685,0.12940213642117138,0.014523818549386919,0.016925249506999362,0.012122387591774475,true,true,true,218,0.00238463900186468,217,0.002512588961756815,5.629455804824829,5.56307315826416
lower_gp0.99,13,0.005,0.013298096014297416,0.12964458417300687,0.12973104126691112,0.12960350825450556,0.01275330124055618,0.017291418780851497,0.008215183700260864,true,true,true,69,0.0007185428357366194,60,0.0007096016686100933,5.426935911178589,5.632107973098755
lower_gp0.99,14,0.02,0.004817696811710436,0.12964458417300687,0.1296928562312325,0.12957809097596443,0.002869131381701834,0.0024136029112817314,0.003324659852121936,true,true,true,208,0.0023823910121975483,222,0.0025799394237061455,5.581220865249634,5.583303928375244
