o,d,data_share,predicted_share,abs_residual,rel_residual
6.0,5.0,0.0090535795,0.009053579499999938,-6.245004513516506e-17,-6.8978292105531355e-15
6.0,6.0,0.9305673799999986,0.9305673799999902,-8.43769498715119e-15,-9.067258501099837e-15
6.0,7.0,0.013076553000000001,0.01307655299999991,-9.194034422677078e-17,-7.030931180929008e-15
6.0,8.0,0.012317360000000019,0.012317359999999934,-8.500145032286355e-17,-6.900947144750452e-15
6.0,9.0,0.010956726000000014,0.010956725999999938,-7.632783294297951e-17,-6.966299325453554e-15
6.0,10.0,0.021709850000000027,0.021709849999999874,-1.5265566588595902e-16,-7.0316315352689605e-15
6.0,11.0,0.019860990000000026,0.019860989999999884,-1.4224732503009818e-16,-7.162146752508208e-15
6.0,12.0,0.0092696808,0.009269680799999937,-6.245004513516506e-17,-6.737022178278789e-15
6.0,13.0,0.021782581000000033,0.02178258099999988,-1.5265566588595902e-16,-7.008153252636076e-15
6.0,14.0,0.031499444999999966,0.031499444999999744,-2.220446049250313e-16,-7.049159276458095e-15
6.0,15.0,0.03705324200000005,0.037053241999999785,-2.636779683484747e-16,-7.116191569646573e-15
6.0,16.0,0.009541130600000017,0.00954113059999995,-6.591949208711867e-17,-6.908981215194618e-15
6.0,17.0,0.020726308000000034,0.020726307999999888,-1.457167719820518e-16,-7.030522367131259e-15
6.0,18.0,0.015704041000000023,0.015704040999999915,-1.0755285551056204e-16,-6.848737564462668e-15
6.0,19.0,0.01347872500000004,0.01347872499999995,-9.020562075079397e-17,-6.6924446303929855e-15
6.0,20.0,0.023194177,0.023194176999999837,-1.6306400674181987e-16,-7.030385546416235e-15
7.0,1.0,0.004798328500000007,0.004798328499999968,-3.903127820947816e-17,-8.134348911183989e-15
7.0,2.0,0.02317239500000003,0.023172394999999842,-1.8735013540549517e-16,-8.08505704332655e-15
7.0,3.0,0.005176810500000009,0.005176810499999966,-4.2500725161431774e-17,-8.209828264224023e-15
7.0,4.0,0.005315271200000008,0.0053152711999999635,-4.423544863740858e-17,-8.322331443296537e-15
7.0,5.0,0.043234691,0.043234690999999645,-3.5388358909926865e-16,-8.185176785449181e-15
7.0,6.0,0.0035632688000000043,0.0035632687999999735,-3.0791341698588326e-17,-8.641318807772316e-15
7.0,7.0,0.8222145399999998,0.8222145399999936,-6.217248937900877e-15,-7.561589628299297e-15
7.0,8.0,0.020448527999999997,0.02044852799999983,-1.6653345369377348e-16,-8.14403137936254e-15
7.0,9.0,0.018478340000000003,0.01847833999999985,-1.5265566588595902e-16,-8.261330070014893e-15
7.0,10.0,0.0025369779000000035,0.0025369778999999827,-2.0816681711721685e-17,-8.20530668072499e-15
7.0,11.0,0.005548059500000016,0.005548059499999971,-4.5102810375396984e-17,-8.129474886741365e-15
7.0,12.0,0.02034436400000003,0.02034436399999987,-1.6306400674181987e-16,-8.015193138592075e-15
7.0,13.0,0.0037226460000000052,0.003722645999999975,-3.0357660829594124e-17,-8.15486103959229e-15
7.0,14.0,0.0074270689000000105,0.007427068899999954,-5.637851296924623e-17,-7.590950579339065e-15
7.0,15.0,0.009487713700000002,0.009487713699999924,-7.806255641895632e-17,-8.227752110495945e-15
