radius,dir_idx,sign,gp,Delta,feasible,improved
0.005,8,1.0,0.9967391744173478,1.0119503592200996,false,false
0.005,8,-1.0,0.9967391744173478,0.9933048207014563,true,false
0.005,9,1.0,0.9967391744173478,1.0042382058902943,false,false
0.005,9,-1.0,0.9967391744173478,1.0050045542611636,false,false
0.005,10,1.0,0.9967391744173478,1.0000458837469277,false,false
0.005,10,-1.0,0.9967391744173478,1.0022529589786737,false,false
0.005,11,1.0,0.9967391744173478,1.002371858397252,false,false
0.005,11,-1.0,0.9967391744173478,0.9996488526704601,true,false
0.005,12,1.0,0.9967391744173478,1.0007910996953282,false,false
0.005,12,-1.0,0.9967391744173478,1.0019673029406582,false,false
0.005,13,1.0,0.9967391744173478,1.0018350204756006,false,false
0.005,13,-1.0,0.9967391744173478,1.000106256131557,false,false
0.005,14,1.0,0.9967391744173478,0.999785598432704,true,false
0.005,14,-1.0,0.9967391744173478,1.0022507592074794,false,false
0.005,15,1.0,0.9967391744173478,1.0000655989010883,false,false
0.005,15,-1.0,0.9967391744173478,0.9999268467041458,true,false
0.005,16,1.0,0.9967391744173478,1.0018531890679112,false,false
0.005,16,-1.0,0.9967391744173478,1.0001742560095024,false,false
0.005,17,1.0,0.9953062381165727,0.7490589653271071,true,false
0.005,17,-1.0,0.998172110718123,1.5652681056410023,false,false
0.005,18,1.0,0.9966425521544521,0.9857039478223008,true,false
0.005,18,-1.0,0.9968357966802436,1.030326191822879,false,false
0.005,19,1.0,0.9968766014225589,1.0374136090147343,false,false
0.005,19,-1.0,0.9966017474121368,0.9819197589675,true,false
0.005,20,1.0,0.9966453616516138,0.9898028543848276,true,false
0.005,20,-1.0,0.9968329871830819,1.0289248003433356,false,false
0.005,21,1.0,0.996999678539246,1.0758618090178476,false,false
0.005,21,-1.0,0.9964786702954497,0.944347464745302,true,false
0.005,22,1.0,0.9976727131467643,1.2832260178424169,false,false
0.005,22,-1.0,0.9958056356879313,0.8370467550346782,true,false
0.005,23,1.0,0.995138910651456,0.7327335756797145,true,false
0.005,23,-1.0,0.9983394381832397,1.6228395949056686,false,false
0.005,24,1.0,0.9963592977745802,0.9187476471095144,true,false
0.005,24,-1.0,0.9971190510601154,1.1087396622878196,false,false
0.005,25,1.0,0.9967390471796838,1.007219370841588,false,false
0.005,25,-1.0,0.9967393016550119,1.0014556982026828,false,false
0.005,26,1.0,0.9973616296214429,1.1893617055288463,false,false
0.005,26,-1.0,0.9961167192132527,0.8779131697891249,true,false
0.005,27,1.0,0.9971658206807378,1.1258646917671757,false,false
0.005,27,-1.0,0.9963125281539579,0.9072906144889509,true,false
0.005,28,1.0,0.9991543990635967,2.754176954940803,false,false
0.005,28,-1.0,0.994323949771099,0.642871489489482,true,false
0.005,29,1.0,0.9973950146481352,1.189947040488084,false,false
0.005,29,-1.0,0.9960833341865605,0.8739322710768902,true,false
0.005,30,1.0,0.9957457033664404,0.8197116386245693,true,false
0.005,30,-1.0,0.9977326454682552,1.303222009348294,false,false
0.005,31,1.0,0.9977136876927485,1.3060298819070937,false,false
