target,scramble,seed,W,m,policy,h,cplus,cminus,cmin,secant_fixed_dual,secant_reopt,boundary_p,boundary_m,leverage
0.1,tuning,29,320000,2,B_alpha_half_anchor25,0.0003765189913134865,59,53,53,-0.057445822557291214,-0.05703189420838831,false,false,0.07251655396717029
0.1,tuning,29,320000,2,C_target25,0.0001806908401170518,28,25,25,-0.055766936416227986,-0.055478739433133695,false,false,0.07251655396717029
0.1,tuning,29,320000,3,B_alpha_half_anchor25,0.0004616802311145662,49,54,49,-0.04884375322616057,-0.04887704736006946,false,false,0.2982316007191014
0.1,tuning,29,320000,3,C_target25,0.00022317892746405847,25,27,25,-0.05878299647071786,-0.05875146692996657,false,false,0.2982316007191014
0.1,tuning,29,320000,4,B_alpha_half_anchor25,6.186542269889226e-5,53,54,53,1.2577135970558377,1.2583178910605124,false,false,1.5901957092207055
0.1,tuning,29,320000,4,C_target25,2.9906107635834993e-5,25,27,25,1.26338879526388,1.2635262715799604,false,false,1.5901957092207055
0.1,tuning,29,320000,5,B_alpha_half_anchor25,8.58553856664769e-5,49,46,46,-1.354443924595988,-1.3544449498854332,false,false,0.751197942485476
0.1,tuning,29,320000,5,C_target25,4.9429158345901235e-5,28,25,25,-1.3103162446682977,-1.3102756694119932,false,false,0.751197942485476
0.1,tuning,29,320000,6,B_alpha_half_anchor25,7.261501569942975e-5,49,49,49,-0.882658187266722,-0.8825314344496177,false,false,1.1372293674543315
0.1,tuning,29,320000,6,C_target25,3.5359083519112245e-5,26,25,25,-0.8926445782473056,-0.8925866077723873,false,false,1.1372293674543315
0.1,tuning,29,320000,7,B_alpha_half_anchor25,0.0001007734192392974,49,47,47,-0.8879873529572042,-0.8879508685342229,false,false,0.9924333042822502
0.1,tuning,29,320000,7,C_target25,5.394300027073001e-5,29,25,25,-0.9204062774392953,-0.9198708897940556,false,false,0.9924333042822502
0.1,tuning,29,320000,8,B_alpha_half_anchor25,0.00015041533727536125,56,52,52,-0.3105638939745423,-0.3106330791731041,false,false,0.36414053330894147
0.1,tuning,29,320000,8,C_target25,6.909799269722478e-5,26,25,25,-0.30691031048658546,-0.306977513826557,false,false,0.36414053330894147
0.1,tuning,29,320000,9,B_alpha_half_anchor25,4.425534889441842e-5,49,53,49,1.1093024909016544,1.1093003363060823,false,false,1.4440302098093005
0.1,tuning,29,320000,9,C_target25,2.2025628195672076e-5,25,25,25,1.1607720422417764,1.1608741553322541,false,false,1.4440302098093005
0.1,tuning,29,320000,10,B_alpha_half_anchor25,0.00039333521275888405,53,53,53,-0.06979826751858768,-0.07022722397743902,false,false,0.08745637221810908
0.1,tuning,29,320000,10,C_target25,0.00017937977720493343,26,25,25,-0.07387406686522192,-0.07375391002101529,false,false,0.08745637221810908
0.1,tuning,29,320000,11,B_alpha_half_anchor25,0.00011914809478981337,50,48,48,-0.6339779968031183,-0.6339546242204919,false,false,0.760287900075816
0.1,tuning,29,320000,11,C_target25,6.240052379311417e-5,28,25,25,-0.6468394031980015,-0.6464244271539232,false,false,0.760287900075816
0.1,tuning,29,320000,12,B_alpha_half_anchor25,8.775169500555604e-5,56,52,52,-0.6767916265890521,-0.67663440896097,false,false,0.8440821262399694
0.1,tuning,29,320000,12,C_target25,4.272972308493885e-5,30,25,25,-0.6511378161993843,-0.6509315047643215,false,false,0.8440821262399694
0.1,tuning,29,320000,13,B_alpha_half_anchor25,0.0004550047861492116,48,54,48,0.14659602301409472,0.14658924742514504,false,false,0.3071677326761748
0.1,tuning,29,320000,13,C_target25,0.0002248101125347713,25,29,25,0.15365285070211196,0.15364516112460563,false,false,0.3071677326761748
0.1,tuning,29,320000,14,B_alpha_half_anchor25,5.6688648376477755e-5,54,53,53,1.0496554995652108,1.0500148991885772,false,false,1.2972022936396106
0.1,tuning,29,320000,14,C_target25,2.4928346375723116e-5,25,25,25,1.0593272319399882,1.059398469251658,false,false,1.2972022936396106
0.1,held_out_1,141,20000,2,B_alpha_half_anchor25,0.001506075965253946,12,14,12,-0.09212469422181278,-0.10077643433801163,false,false,0.07251655396717029
0.1,held_out_1,141,20000,2,C_target25,0.0027728888449110776,25,25,25,-0.06197390585651687,-0.060790109857455095,false,false,0.07251655396717029
0.1,held_out_1,141,20000,4,B_alpha_half_anchor25,0.00024746169079556906,10,16,10,1.208106295703024,1.201682431174519,false,false,1.5901957092207055
0.1,held_out_1,141,20000,4,C_target25,0.0004900271325081146,25,27,25,1.1565110769636617,1.1574036973244377,false,false,1.5901957092207055
0.1,held_out_1,141,20000,13,B_alpha_half_anchor25,0.0018200191445968464,12,14,12,0.12334508246978962,0.1232418368480134,false,false,0.3071677326761748
0.1,held_out_1,141,20000,13,C_target25,0.003904607041786775,25,30,25,0.15268699432877367,0.15243500980045635,false,false,0.3071677326761748
0.1,held_out_1,141,20000,11,B_alpha_half_anchor25,0.0004765923791592535,13,11,11,-0.5858464875738304,-0.5907000812958385,false,false,0.760287900075816
0.1,held_out_1,141,20000,11,C_target25,0.0009716500389339971,25,25,25,-0.602513121244228,-0.6358968051973405,false,false,0.760287900075816
0.1,held_out_1,141,20000,6,B_alpha_half_anchor25,0.000290460062797719,14,11,11,-0.7921972516260689,-0.7912383583142725,false,false,1.1372293674543315
0.1,held_out_1,141,20000,6,C_target25,0.0006186216954648934,28,25,25,-0.8230149865274429,-0.822905092936381,false,false,1.1372293674543315
0.1,held_out_1,141,80000,2,B_alpha_half_anchor25,0.000753037982626973,27,28,27,-0.07108418062994763,-0.07103931227238197,false,false,0.07251655396717029
0.1,held_out_1,141,80000,2,C_target25,0.0007104207327694531,25,27,25,-0.0751332277695492,-0.07551270806737384,false,false,0.07251655396717029
