target,scramble,seed,W,m,family,param,h,cplus,cminus,cmin,secant,leverage
0.1,held_out_2,271,320000,12,B_power_scaled_anchor100,0.5,0.00032312539581881886,200,200,200,-0.6303031567018432,0.8440821262399694
0.1,held_out_2,271,320000,12,B_power_scaled_anchor100,0.6666666666666666,0.000256464796620217,158,156,156,-0.6152252986983862,0.8440821262399694
0.1,held_out_2,271,320000,13,B_power_scaled_anchor25,0.3333333333333333,0.000573270107872307,65,61,61,0.13967156815218035,0.3071677326761748
0.1,held_out_2,271,320000,13,B_power_scaled_anchor25,0.5,0.0004550047861492116,51,49,49,0.1465722769077015,0.3071677326761748
0.1,held_out_2,271,320000,13,B_power_scaled_anchor25,0.6666666666666666,0.0003611375380919121,40,38,38,0.14754180816605744,0.3071677326761748
0.1,held_out_2,271,320000,13,B_power_scaled_anchor100,0.3333333333333333,0.0023545869259117324,259,260,259,0.15025171382620064,0.3071677326761748
0.1,held_out_2,271,320000,13,B_power_scaled_anchor100,0.5,0.0018688368815714266,205,209,205,0.15278378663261916,0.3071677326761748
0.1,held_out_2,271,320000,13,B_power_scaled_anchor100,0.6666666666666666,0.0014832968158817262,164,166,164,0.1483627484478787,0.3071677326761748
0.1,held_out_2,271,320000,14,B_power_scaled_anchor25,0.3333333333333333,7.142322137961315e-5,64,62,62,0.9656518643374282,1.2972022936396106
0.1,held_out_2,271,320000,14,B_power_scaled_anchor25,0.5,5.6688648376477755e-5,54,54,54,0.921077808522639,1.2972022936396106
0.1,held_out_2,271,320000,14,B_power_scaled_anchor25,0.6666666666666666,4.499381003373808e-5,37,42,37,0.9377666777390068,1.2972022936396106
0.1,held_out_2,271,320000,14,B_power_scaled_anchor100,0.3333333333333333,0.0002870165203223722,259,262,259,0.9835548118690067,1.2972022936396106
0.1,held_out_2,271,320000,14,B_power_scaled_anchor100,0.5,0.00022780516314599284,203,208,203,0.9764471268803833,1.2972022936396106
0.1,held_out_2,271,320000,14,B_power_scaled_anchor100,0.6666666666666666,0.0001808090778108682,162,169,162,0.9400989683996298,1.2972022936396106
0.1,held_out_2,271,1280000,1,A_fixed_raw,1.0e-5,1.0e-5,6,8,6,-0.18995547579198077,0.3819730496717949
0.1,held_out_2,271,1280000,1,A_fixed_raw,0.0001,0.0001,65,63,63,-0.28413923277473274,0.3819730496717949
0.1,held_out_2,271,1280000,1,A_fixed_raw,0.001,0.001,656,652,652,-0.2888516586352641,0.3819730496717949
0.1,held_out_2,271,1280000,1,C_fixed_crossing,10,1.352166879738587e-5,10,10,10,-0.18957924795982675,0.3819730496717949
0.1,held_out_2,271,1280000,1,C_fixed_crossing,25,3.9440358405335285e-5,26,26,26,-0.256927847346888,0.3819730496717949
0.1,held_out_2,271,1280000,1,C_fixed_crossing,50,7.820429367649398e-5,52,50,50,-0.28870020482730113,0.3819730496717949
0.1,held_out_2,271,1280000,1,C_fixed_crossing,100,0.00015506734210133313,104,100,100,-0.28202889543365595,0.3819730496717949
0.1,held_out_2,271,1280000,1,D_growing_crossing,10,6.194775589193603e-5,42,40,40,-0.27765402426586705,0.3819730496717949
0.1,held_out_2,271,1280000,1,D_growing_crossing,25,0.00015506734210133313,104,100,100,-0.28202889543365595,0.3819730496717949
0.1,held_out_2,271,1280000,1,D_growing_crossing,50,0.00030747519676914355,205,200,200,-0.29206709385527,0.3819730496717949
0.1,held_out_2,271,1280000,2,A_fixed_raw,1.0e-5,1.0e-5,6,6,6,-0.0308838170239023,0.07251655396717029
0.1,held_out_2,271,1280000,2,A_fixed_raw,0.0001,0.0001,55,59,55,-0.03579331690213572,0.07251655396717029
0.1,held_out_2,271,1280000,2,A_fixed_raw,0.001,0.001,583,582,582,-0.05441207863825237,0.07251655396717029
0.1,held_out_2,271,1280000,2,C_fixed_crossing,10,1.4649389273308371e-5,10,10,10,-0.0415513334984437,0.07251655396717029
0.1,held_out_2,271,1280000,2,C_fixed_crossing,25,3.972862273452339e-5,25,25,25,-0.026341430268159306,0.07251655396717029
0.1,held_out_2,271,1280000,2,C_fixed_crossing,50,8.596964574478157e-5,50,50,50,-0.03730774383673332,0.07251655396717029
0.1,held_out_2,271,1280000,2,C_fixed_crossing,100,0.00017046486631773532,100,101,100,-0.04586966672639578,0.07251655396717029
0.1,held_out_2,271,1280000,2,D_growing_crossing,10,7.011173994012857e-5,40,41,40,-0.03700016189643076,0.07251655396717029
0.1,held_out_2,271,1280000,2,D_growing_crossing,25,0.00017046486631773532,100,101,100,-0.04586966672639578,0.07251655396717029
0.1,held_out_2,271,1280000,2,D_growing_crossing,50,0.0003404766115645409,200,201,200,-0.052969308373631674,0.07251655396717029
0.1,held_out_2,271,1280000,3,A_fixed_raw,1.0e-5,1.0e-5,3,6,3,-0.14996211739337628,0.2982316007191014
0.1,held_out_2,271,1280000,3,A_fixed_raw,0.0001,0.0001,44,45,44,-0.05950265299717317,0.2982316007191014
0.1,held_out_2,271,1280000,3,A_fixed_raw,0.001,0.001,443,448,443,-0.04920018643247981,0.2982316007191014
0.1,held_out_2,271,1280000,3,C_fixed_crossing,10,2.456790684833269e-5,10,11,10,-0.13078621998853446,0.2982316007191014
0.1,held_out_2,271,1280000,3,C_fixed_crossing,25,5.759688678976135e-5,25,27,25,-0.092554078221807,0.2982316007191014
0.1,held_out_2,271,1280000,3,C_fixed_crossing,50,0.00011337729675295551,50,52,50,-0.06443196574874234,0.2982316007191014
0.1,held_out_2,271,1280000,3,C_fixed_crossing,100,0.00023314662193038406,100,107,100,-0.04553212065050847,0.2982316007191014
0.1,held_out_2,271,1280000,3,D_growing_crossing,10,9.382034367716201e-5,40,44,40,-0.0804297711352288,0.2982316007191014
0.1,held_out_2,271,1280000,3,D_growing_crossing,25,0.00023314662193038406,100,107,100,-0.04553212065050847,0.2982316007191014
0.1,held_out_2,271,1280000,3,D_growing_crossing,50,0.0004556103262919857,200,207,200,-0.04469092785539058,0.2982316007191014
0.1,held_out_2,271,1280000,4,A_fixed_raw,1.0e-5,1.0e-5,33,33,33,1.1070184177355835,1.5901957092207055
0.1,held_out_2,271,1280000,4,A_fixed_raw,0.0001,0.0001,329,334,329,1.2042998715357938,1.5901957092207055
0.1,held_out_2,271,1280000,4,A_fixed_raw,0.001,0.001,3311,3344,3311,1.2133370386925093,1.5901957092207055
0.1,held_out_2,271,1280000,4,C_fixed_crossing,10,3.753208456685339e-6,10,13,10,0.8439776311712966,1.5901957092207055
0.1,held_out_2,271,1280000,4,C_fixed_crossing,25,8.062721462618055e-6,25,27,25,1.0303854268795363,1.5901957092207055
0.1,held_out_2,271,1280000,4,C_fixed_crossing,50,1.5303665364934992e-5,50,54,50,1.1470394910099655,1.5901957092207055
0.1,held_out_2,271,1280000,4,C_fixed_crossing,100,3.07900588872264e-5,100,103,100,1.176149740659686,1.5901957092207055
0.1,held_out_2,271,1280000,4,D_growing_crossing,10,1.1860485598140086e-5,41,40,40,1.1882998604881005,1.5901957092207055
0.1,held_out_2,271,1280000,4,D_growing_crossing,25,3.07900588872264e-5,100,103,100,1.176149740659686,1.5901957092207055
0.1,held_out_2,271,1280000,4,D_growing_crossing,50,6.060906826857519e-5,200,206,200,1.1998020068641564,1.5901957092207055
0.1,held_out_2,271,1280000,5,A_fixed_raw,1.0e-5,1.0e-5,22,22,22,-1.2121029800631067,0.751197942485476
0.1,held_out_2,271,1280000,5,A_fixed_raw,0.0001,0.0001,222,218,218,-1.3175475914604244,0.751197942485476
0.1,held_out_2,271,1280000,5,A_fixed_raw,0.001,0.001,2187,2187,2187,-1.3373682161949423,0.751197942485476
0.1,held_out_2,271,1280000,5,C_fixed_crossing,10,4.437555461933652e-6,10,10,10,-1.1181865763050431,0.751197942485476
0.1,held_out_2,271,1280000,5,C_fixed_crossing,25,1.1027470429426717e-5,25,25,25,-1.304249442902645,0.751197942485476
0.1,held_out_2,271,1280000,5,C_fixed_crossing,50,2.4036995722397514e-5,50,54,50,-1.2883264326624662,0.751197942485476
0.1,held_out_2,271,1280000,5,C_fixed_crossing,100,4.6631776487252434e-5,102,100,100,-1.2997336237653274,0.751197942485476
0.1,held_out_2,271,1280000,5,D_growing_crossing,10,1.8226329840321195e-5,40,40,40,-1.2717698755460436,0.751197942485476
0.1,held_out_2,271,1280000,5,D_growing_crossing,25,4.6631776487252434e-5,102,100,100,-1.2997336237653274,0.751197942485476
0.1,held_out_2,271,1280000,5,D_growing_crossing,50,9.246379319343093e-5,205,201,201,-1.3140889367026416,0.751197942485476
0.1,held_out_2,271,1280000,6,A_fixed_raw,1.0e-5,1.0e-5,26,26,26,-0.7702064106190897,1.1372293674543315
0.1,held_out_2,271,1280000,6,A_fixed_raw,0.0001,0.0001,278,268,268,-0.8712248730954192,1.1372293674543315
0.1,held_out_2,271,1280000,6,A_fixed_raw,0.001,0.001,2739,2731,2731,-0.8649314691516127,1.1372293674543315
0.1,held_out_2,271,1280000,6,C_fixed_crossing,10,3.3648277209018196e-6,10,10,10,-0.5634009639571795,1.1372293674543315
0.1,held_out_2,271,1280000,6,C_fixed_crossing,25,9.743404554658334e-6,25,25,25,-0.754373592543847,1.1372293674543315
0.1,held_out_2,271,1280000,6,C_fixed_crossing,50,1.8902206775963373e-5,50,51,50,-0.7951346703485385,1.1372293674543315
0.1,held_out_2,271,1280000,6,C_fixed_crossing,100,3.640421137411001e-5,103,100,100,-0.8372317255315188,1.1372293674543315
0.1,held_out_2,271,1280000,6,D_growing_crossing,10,1.5641681242778746e-5,40,42,40,-0.7674540081389873,1.1372293674543315
0.1,held_out_2,271,1280000,6,D_growing_crossing,25,3.640421137411001e-5,103,100,100,-0.8372317255315188,1.1372293674543315
0.1,held_out_2,271,1280000,6,D_growing_crossing,50,7.2711654917989e-5,201,201,201,-0.8528009019477393,1.1372293674543315
0.1,held_out_2,271,1280000,7,A_fixed_raw,1.0e-5,1.0e-5,19,17,17,-0.7685737827570204,0.9924333042822502
0.1,held_out_2,271,1280000,7,A_fixed_raw,0.0001,0.0001,192,186,186,-0.8710165056295682,0.9924333042822502
0.1,held_out_2,271,1280000,7,A_fixed_raw,0.001,0.001,1885,1879,1879,-0.8666875120503098,0.9924333042822502
0.1,held_out_2,271,1280000,7,C_fixed_crossing,10,6.025254313093876e-6,12,10,10,-0.6615464846424389,0.9924333042822502
0.1,held_out_2,271,1280000,7,C_fixed_crossing,25,1.4228820217961974e-5,27,26,26,-0.7709989088394952,0.9924333042822502
0.1,held_out_2,271,1280000,7,C_fixed_crossing,50,2.7007394979858896e-5,52,50,50,-0.8385981450376098,0.9924333042822502
0.1,held_out_2,271,1280000,7,C_fixed_crossing,100,5.5537423161657564e-5,106,101,101,-0.8490175077775559,0.9924333042822502
0.1,held_out_2,271,1280000,7,D_growing_crossing,10,2.1865813872905368e-5,42,40,40,-0.8406938385834445,0.9924333042822502
0.1,held_out_2,271,1280000,7,D_growing_crossing,25,5.5537423161657564e-5,106,101,101,-0.8490175077775559,0.9924333042822502
0.1,held_out_2,271,1280000,7,D_growing_crossing,50,0.00010774261199119845,206,201,201,-0.8701153269478685,0.9924333042822502
0.1,held_out_2,271,1280000,8,A_fixed_raw,1.0e-5,1.0e-5,13,13,13,-0.1896495340741877,0.36414053330894147
0.1,held_out_2,271,1280000,8,A_fixed_raw,0.0001,0.0001,137,139,137,-0.26892945661820267,0.36414053330894147
0.1,held_out_2,271,1280000,8,A_fixed_raw,0.001,0.001,1386,1390,1386,-0.27550109981634013,0.36414053330894147
0.1,held_out_2,271,1280000,8,C_fixed_crossing,10,7.442047391131607e-6,11,10,10,-0.1376821648492946,0.36414053330894147
0.1,held_out_2,271,1280000,8,C_fixed_crossing,25,1.989074765608239e-5,25,29,25,-0.177443434812908,0.36414053330894147
0.1,held_out_2,271,1280000,8,C_fixed_crossing,50,3.6140068425045215e-5,50,50,50,-0.22964897750252836,0.36414053330894147
0.1,held_out_2,271,1280000,8,C_fixed_crossing,100,7.218407115126363e-5,101,100,100,-0.2652268099986771,0.36414053330894147
0.1,held_out_2,271,1280000,8,D_growing_crossing,10,2.8419818106933232e-5,40,40,40,-0.22845196002950086,0.36414053330894147
0.1,held_out_2,271,1280000,8,D_growing_crossing,25,7.218407115126363e-5,101,100,100,-0.2652268099986771,0.36414053330894147
0.1,held_out_2,271,1280000,8,D_growing_crossing,50,0.00014417626626184708,201,200,200,-0.26894527432924603,0.36414053330894147
0.1,held_out_2,271,1280000,9,A_fixed_raw,1.0e-5,1.0e-5,43,46,43,0.8650196075120352,1.4440302098093005
0.1,held_out_2,271,1280000,9,A_fixed_raw,0.0001,0.0001,446,450,446,1.0588308774721333,1.4440302098093005
0.1,held_out_2,271,1280000,9,A_fixed_raw,0.001,0.001,4471,4513,4471,1.062238480743896,1.4440302098093005
0.1,held_out_2,271,1280000,9,C_fixed_crossing,10,2.496283475658606e-6,10,11,10,0.733652195433461,1.4440302098093005
0.1,held_out_2,271,1280000,9,C_fixed_crossing,25,5.684262524578183e-6,25,25,25,0.7994488419172322,1.4440302098093005
0.1,held_out_2,271,1280000,9,C_fixed_crossing,50,1.1860485598140086e-5,51,54,51,0.9792685357176942,1.4440302098093005
0.1,held_out_2,271,1280000,9,C_fixed_crossing,100,2.2348769563243e-5,100,102,100,1.0554146061772758,1.4440302098093005
0.1,held_out_2,271,1280000,9,D_growing_crossing,10,9.60252444653071e-6,40,44,40,0.8659736967002094,1.4440302098093005
0.1,held_out_2,271,1280000,9,D_growing_crossing,25,2.2348769563243e-5,100,102,100,1.0554146061772758,1.4440302098093005
0.1,held_out_2,271,1280000,9,D_growing_crossing,50,4.4638132759548304e-5,200,205,200,1.0603941766796534,1.4440302098093005
0.1,held_out_2,271,1280000,10,A_fixed_raw,1.0e-5,1.0e-5,7,6,6,-0.06005200678324551,0.08745637221810908
0.1,held_out_2,271,1280000,10,A_fixed_raw,0.0001,0.0001,55,56,55,-0.05318716148332292,0.08745637221810908
0.1,held_out_2,271,1280000,10,A_fixed_raw,0.001,0.001,545,544,544,-0.06609104049434128,0.08745637221810908
0.1,held_out_2,271,1280000,10,C_fixed_crossing,10,2.386258724884142e-5,14,10,10,-0.040453258376658245,0.08745637221810908
0.1,held_out_2,271,1280000,10,C_fixed_crossing,25,4.6631776487252434e-5,25,25,25,-0.04711757487071107,0.08745637221810908
0.1,held_out_2,271,1280000,10,C_fixed_crossing,50,9.112685710400692e-5,50,53,50,-0.051916923600286706,0.08745637221810908
0.1,held_out_2,271,1280000,10,C_fixed_crossing,100,0.00018468180381653483,100,101,100,-0.059943650086976746,0.08745637221810908
0.1,held_out_2,271,1280000,10,D_growing_crossing,10,7.651430315898393e-5,40,41,40,-0.04618798838888724,0.08745637221810908
0.1,held_out_2,271,1280000,10,D_growing_crossing,25,0.00018468180381653483,100,101,100,-0.059943650086976746,0.08745637221810908
0.1,held_out_2,271,1280000,10,D_growing_crossing,50,0.0003770200791496974,205,201,201,-0.06630389623799159,0.08745637221810908
0.1,held_out_2,271,1280000,11,A_fixed_raw,1.0e-5,1.0e-5,17,16,16,-0.5365932090578562,0.760287900075816
0.1,held_out_2,271,1280000,11,A_fixed_raw,0.0001,0.0001,167,163,163,-0.631832836827731,0.760287900075816
0.1,held_out_2,271,1280000,11,A_fixed_raw,0.001,0.001,1652,1648,1648,-0.6406388321162845,0.760287900075816
0.1,held_out_2,271,1280000,11,C_fixed_crossing,10,6.869153254100501e-6,12,10,10,-0.47912072991515475,0.760287900075816
0.1,held_out_2,271,1280000,11,C_fixed_crossing,25,1.4972953991760593e-5,25,25,25,-0.5941068276729891,0.760287900075816
0.1,held_out_2,271,1280000,11,C_fixed_crossing,50,3.0566651301967326e-5,52,50,50,-0.6333434308239279,0.760287900075816
0.1,held_out_2,271,1280000,11,C_fixed_crossing,100,6.194775589193603e-5,103,100,100,-0.6274598300888741,0.760287900075816
0.1,held_out_2,271,1280000,11,D_growing_crossing,10,2.438964617127589e-5,40,41,40,-0.6320507380125943,0.760287900075816
0.1,held_out_2,271,1280000,11,D_growing_crossing,25,6.194775589193603e-5,103,100,100,-0.6274598300888741,0.760287900075816
0.1,held_out_2,271,1280000,11,D_growing_crossing,50,0.00012194181828918227,203,200,200,-0.6357884135239629,0.760287900075816
0.1,held_out_2,271,1280000,12,A_fixed_raw,1.0e-5,1.0e-5,26,23,23,-0.5319236818186746,0.8440821262399694
0.1,held_out_2,271,1280000,12,A_fixed_raw,0.0001,0.0001,248,246,246,-0.6334111420414068,0.8440821262399694
0.1,held_out_2,271,1280000,12,A_fixed_raw,0.001,0.001,2464,2467,2464,-0.6389098863716497,0.8440821262399694
0.1,held_out_2,271,1280000,12,C_fixed_crossing,10,4.437555461933652e-6,10,10,10,-0.42793798633882113,0.8440821262399694
0.1,held_out_2,271,1280000,12,C_fixed_crossing,25,1.094745692412043e-5,30,25,25,-0.5362792393805488,0.8440821262399694
0.1,held_out_2,271,1280000,12,C_fixed_crossing,50,1.989074765608239e-5,50,50,50,-0.5736667413114935,0.8440821262399694
0.1,held_out_2,271,1280000,12,C_fixed_crossing,100,4.1201857336680714e-5,105,100,100,-0.6379220303409311,0.8440821262399694
0.1,held_out_2,271,1280000,12,D_growing_crossing,10,1.658000610713981e-5,43,40,40,-0.5212322048346928,0.8440821262399694
0.1,held_out_2,271,1280000,12,D_growing_crossing,25,4.1201857336680714e-5,105,100,100,-0.6379220303409311,0.8440821262399694
0.1,held_out_2,271,1280000,12,D_growing_crossing,50,8.28956712923322e-5,207,200,200,-0.6244515534067473,0.8440821262399694
0.1,held_out_2,271,1280000,13,A_fixed_raw,1.0e-5,1.0e-5,3,6,3,0.05226316316178647,0.3071677326761748
0.1,held_out_2,271,1280000,13,A_fixed_raw,0.0001,0.0001,41,47,41,0.15458263719840548,0.3071677326761748
0.1,held_out_2,271,1280000,13,A_fixed_raw,0.001,0.001,434,447,434,0.1502595110737387,0.3071677326761748
0.1,held_out_2,271,1280000,13,C_fixed_crossing,10,2.5665167203169576e-5,10,13,10,0.09370362021788328,0.3071677326761748
0.1,held_out_2,271,1280000,13,C_fixed_crossing,25,5.8441899544890316e-5,25,26,25,0.1303553590613477,0.3071677326761748
0.1,held_out_2,271,1280000,13,C_fixed_crossing,50,0.00012105702858267773,50,55,50,0.15288365589242786,0.3071677326761748
0.1,held_out_2,271,1280000,13,C_fixed_crossing,100,0.00023829618957962675,100,111,100,0.14694953157404356,0.3071677326761748
0.1,held_out_2,271,1280000,13,D_growing_crossing,10,9.450606407950591e-5,40,44,40,0.1426418058033319,0.3071677326761748
0.1,held_out_2,271,1280000,13,D_growing_crossing,25,0.00023829618957962675,100,111,100,0.14694953157404356,0.3071677326761748
0.1,held_out_2,271,1280000,13,D_growing_crossing,50,0.0004690770509816965,200,211,200,0.1512494512718939,0.3071677326761748
0.1,held_out_2,271,1280000,14,A_fixed_raw,1.0e-5,1.0e-5,37,35,35,0.8305626911370155,1.2972022936396106
0.1,held_out_2,271,1280000,14,A_fixed_raw,0.0001,0.0001,359,363,359,0.991619004281144,1.2972022936396106
0.1,held_out_2,271,1280000,14,A_fixed_raw,0.001,0.001,3604,3631,3604,0.9870967603688025,1.2972022936396106
0.1,held_out_2,271,1280000,14,C_fixed_crossing,10,2.9947482752127393e-6,10,10,10,0.7333989209187415,1.2972022936396106
0.1,held_out_2,271,1280000,14,C_fixed_crossing,25,7.388049123602277e-6,28,25,25,0.7942850070479197,1.2972022936396106
0.1,held_out_2,271,1280000,14,C_fixed_crossing,50,1.475645970934463e-5,58,50,50,0.9548691641663927,1.2972022936396106
0.1,held_out_2,271,1280000,14,C_fixed_crossing,100,2.76039140558253e-5,100,101,100,0.9748346751787309,1.2972022936396106
0.1,held_out_2,271,1280000,14,D_growing_crossing,10,1.1436396032497793e-5,44,40,40,0.8364373842609636,1.2972022936396106
0.1,held_out_2,271,1280000,14,D_growing_crossing,25,2.76039140558253e-5,100,101,100,0.9748346751787309,1.2972022936396106
0.1,held_out_2,271,1280000,14,D_growing_crossing,50,5.594333879426919e-5,201,202,201,0.9638762950528565,1.2972022936396106
0.1,held_out_2,271,1280000,1,B_power_scaled_anchor25,0.3333333333333333,0.00023329918483219067,153,152,152,-0.28838840684598305,0.3819730496717949
0.1,held_out_2,271,1280000,1,B_power_scaled_anchor25,0.5,0.00014696927694669585,99,96,96,-0.28506710998048757,0.3819730496717949
0.1,held_out_2,271,1280000,1,B_power_scaled_anchor25,0.6666666666666666,9.25848428564857e-5,62,58,58,-0.2875002839132984,0.3819730496717949
0.1,held_out_2,271,1280000,1,B_power_scaled_anchor100,0.3333333333333333,0.0009722858523472598,638,635,635,-0.28933248354803914,0.3819730496717949
0.1,held_out_2,271,1280000,1,B_power_scaled_anchor100,0.5,0.0006125017059436456,401,399,399,-0.29018381060176107,0.3819730496717949
0.1,held_out_2,271,1280000,1,B_power_scaled_anchor100,0.6666666666666666,0.0003858518962074594,253,248,248,-0.2896315742869181,0.3819730496717949
0.1,held_out_2,271,1280000,2,B_power_scaled_anchor25,0.3333333333333333,0.0002988433214485169,173,174,173,-0.052671441659586815,0.07251655396717029
0.1,held_out_2,271,1280000,2,B_power_scaled_anchor25,0.5,0.00018825949565674324,111,112,111,-0.046386511727766394,0.07251655396717029
0.1,held_out_2,271,1280000,2,B_power_scaled_anchor25,0.6666666666666666,0.00011859605071026163,66,67,66,-0.0452857513667557,0.07251655396717029
0.1,held_out_2,271,1280000,2,B_power_scaled_anchor100,0.3333333333333333,0.0010924371893615364,636,640,636,-0.05507242844043504,0.07251655396717029
0.1,held_out_2,271,1280000,2,B_power_scaled_anchor100,0.5,0.0006881923052822956,400,399,399,-0.05314388713527688,0.07251655396717029
0.1,held_out_2,271,1280000,2,B_power_scaled_anchor100,0.6666666666666666,0.00043353398590042147,251,250,250,-0.05541532107374965,0.07251655396717029
0.1,held_out_2,271,1280000,3,B_power_scaled_anchor25,0.3333333333333333,0.00036643584227209194,160,166,160,-0.041098251614792504,0.2982316007191014
0.1,held_out_2,271,1280000,3,B_power_scaled_anchor25,0.5,0.0002308401155572831,99,107,99,-0.047752959531477,0.2982316007191014
0.1,held_out_2,271,1280000,3,B_power_scaled_anchor25,0.6666666666666666,0.00014542016037539298,61,66,61,-0.06164594598551055,0.2982316007191014
0.1,held_out_2,271,1280000,3,B_power_scaled_anchor100,0.3333333333333333,0.001451242852657371,642,651,642,-0.051051245731219594,0.2982316007191014
0.1,held_out_2,271,1280000,3,B_power_scaled_anchor100,0.5,0.0009142257092862528,406,411,406,-0.04903655252996968,0.2982316007191014
0.1,held_out_2,271,1280000,3,B_power_scaled_anchor100,0.6666666666666666,0.0005759261077424104,253,259,253,-0.04605394094948033,0.2982316007191014
0.1,held_out_2,271,1280000,4,B_power_scaled_anchor25,0.3333333333333333,4.9102618536339455e-5,160,164,160,1.1878869817324078,1.5901957092207055
0.1,held_out_2,271,1280000,4,B_power_scaled_anchor25,0.5,3.093271134944613e-5,100,104,100,1.170727471782159,1.5901957092207055
0.1,held_out_2,271,1280000,4,B_power_scaled_anchor25,0.6666666666666666,1.9486387079744616e-5,63,68,63,1.20591615374632,1.5901957092207055
0.1,held_out_2,271,1280000,4,B_power_scaled_anchor100,0.3333333333333333,0.0001916555879000862,635,640,635,1.2057088414276824,1.5901957092207055
0.1,held_out_2,271,1280000,4,B_power_scaled_anchor100,0.5,0.00012073545476264786,398,403,398,1.1991806411239254,1.5901957092207055
0.1,held_out_2,271,1280000,4,B_power_scaled_anchor100,0.6666666666666666,7.605857046204512e-5,249,257,249,1.2205394693170546,1.5901957092207055
0.1,held_out_2,271,1280000,5,B_power_scaled_anchor25,0.3333333333333333,6.814346476205046e-5,149,145,145,-1.2867669029762876,0.751197942485476
0.1,held_out_2,271,1280000,5,B_power_scaled_anchor25,0.5,4.292769283323845e-5,93,92,92,-1.3031214899227765,0.751197942485476
0.1,held_out_2,271,1280000,5,B_power_scaled_anchor25,0.6666666666666666,2.7042751912009204e-5,60,58,58,-1.3113684196676496,0.751197942485476
0.1,held_out_2,271,1280000,5,B_power_scaled_anchor100,0.3333333333333333,0.0002966749636334135,649,648,648,-1.3364496810512034,0.751197942485476
0.1,held_out_2,271,1280000,5,B_power_scaled_anchor100,0.5,0.0001868935158292668,410,407,407,-1.3343987924330225,0.751197942485476
0.1,held_out_2,271,1280000,5,B_power_scaled_anchor100,0.6666666666666666,0.00011773553734107696,260,259,259,-1.3276876405410862,0.751197942485476
0.1,held_out_2,271,1280000,6,B_power_scaled_anchor25,0.3333333333333333,5.7634576154981056e-5,161,154,154,-0.8545137939320211,1.1372293674543315
0.1,held_out_2,271,1280000,6,B_power_scaled_anchor25,0.5,3.6307507849714874e-5,103,100,100,-0.8394616571183807,1.1372293674543315
0.1,held_out_2,271,1280000,6,B_power_scaled_anchor25,0.6666666666666666,2.2872296704539556e-5,63,63,63,-0.8212481799628872,1.1372293674543315
0.1,held_out_2,271,1280000,6,B_power_scaled_anchor100,0.3333333333333333,0.00023160640445404426,634,636,634,-0.8646688093610391,1.1372293674543315
0.1,held_out_2,271,1280000,6,B_power_scaled_anchor100,0.5,0.00014590289213105802,401,393,393,-0.8561800189532748,1.1372293674543315
0.1,held_out_2,271,1280000,6,B_power_scaled_anchor100,0.6666666666666666,9.191306251823053e-5,255,252,252,-0.8666757812031977,1.1372293674543315
0.1,held_out_2,271,1280000,7,B_power_scaled_anchor25,0.3333333333333333,7.998391585544655e-5,153,149,149,-0.8609948256528094,0.9924333042822502
0.1,held_out_2,271,1280000,7,B_power_scaled_anchor25,0.5,5.03867096196487e-5,97,90,90,-0.8418374042380048,0.9924333042822502
0.1,held_out_2,271,1280000,7,B_power_scaled_anchor25,0.6666666666666666,3.174163804236795e-5,62,58,58,-0.8752921196059182,0.9924333042822502
0.1,held_out_2,271,1280000,7,B_power_scaled_anchor100,0.3333333333333333,0.0003406994074147553,645,638,638,-0.8686448379783567,0.9924333042822502
0.1,held_out_2,271,1280000,7,B_power_scaled_anchor100,0.5,0.0002146271775442798,408,401,401,-0.8717657667231237,0.9924333042822502
0.1,held_out_2,271,1280000,7,B_power_scaled_anchor100,0.6666666666666666,0.00013520664943378119,257,252,252,-0.8685846228343087,0.9924333042822502
0.1,held_out_2,271,1280000,8,B_power_scaled_anchor25,0.3333333333333333,0.00011938473231153,167,164,164,-0.26405988925277557,0.36414053330894147
0.1,held_out_2,271,1280000,8,B_power_scaled_anchor25,0.5,7.520766863768062e-5,105,104,104,-0.26273843565386934,0.36414053330894147
0.1,held_out_2,271,1280000,8,B_power_scaled_anchor25,0.6666666666666666,4.737786241506615e-5,66,66,66,-0.2533924902993247,0.36414053330894147
0.1,held_out_2,271,1280000,8,B_power_scaled_anchor100,0.3333333333333333,0.0004592406358262389,635,637,635,-0.27353354952900116,0.36414053330894147
0.1,held_out_2,271,1280000,8,B_power_scaled_anchor100,0.5,0.000289303472022292,405,402,402,-0.2773209768069526,0.36414053330894147
0.1,held_out_2,271,1280000,8,B_power_scaled_anchor100,0.6666666666666666,0.0001822497671042791,253,254,253,-0.2738403151610124,0.36414053330894147
0.1,held_out_2,271,1280000,9,B_power_scaled_anchor25,0.3333333333333333,3.512549369510975e-5,156,158,156,1.0225638023597214,1.4440302098093005
0.1,held_out_2,271,1280000,9,B_power_scaled_anchor25,0.5,2.212767444720921e-5,98,101,98,1.0412102502498621,1.4440302098093005
0.1,held_out_2,271,1280000,9,B_power_scaled_anchor25,0.6666666666666666,1.3939561410629892e-5,60,65,60,1.002305664484442,1.4440302098093005
0.1,held_out_2,271,1280000,9,B_power_scaled_anchor100,0.3333333333333333,0.0001442706101102393,646,651,646,1.0593384579505734,1.4440302098093005
0.1,held_out_2,271,1280000,9,B_power_scaled_anchor100,0.5,9.088478927953328e-5,406,413,406,1.06539201613604,1.4440302098093005
