target,scramble,seed,W,m,family,param,h,cplus,cminus,cmin,secant,leverage
0.1,tuning,29,80000,10,A_fixed_raw,0.001,0.001,32,32,32,-0.03943745755798089,0.08745637221810908
0.1,tuning,29,80000,10,C_fixed_crossing,10,0.00033800616946810244,11,10,10,-0.018499154318334,0.08745637221810908
0.1,tuning,29,80000,10,C_fixed_crossing,25,0.0007866704255177681,25,25,25,-0.03049910745250306,0.08745637221810908
0.1,tuning,29,80000,10,C_fixed_crossing,50,0.0014823268336392496,50,50,50,-0.06466767941423823,0.08745637221810908
0.1,tuning,29,80000,10,C_fixed_crossing,100,0.002939230973286228,100,100,100,-0.07011322789995035,0.08745637221810908
0.1,tuning,29,80000,10,D_growing_crossing,10,0.00033800616946810244,11,10,10,-0.018499154318334,0.08745637221810908
0.1,tuning,29,80000,10,D_growing_crossing,25,0.0007866704255177681,25,25,25,-0.03049910745250306,0.08745637221810908
0.1,tuning,29,80000,10,D_growing_crossing,50,0.0014823268336392496,50,50,50,-0.06466767941423823,0.08745637221810908
0.1,tuning,29,80000,11,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,-0.006496024305968628,0.760287900075816
0.1,tuning,29,80000,11,A_fixed_raw,0.0001,0.0001,8,10,8,-0.38736880807251073,0.760287900075816
0.1,tuning,29,80000,11,A_fixed_raw,0.001,0.001,104,106,104,-0.6660888126496373,0.760287900075816
0.1,tuning,29,80000,11,C_fixed_crossing,10,0.0001228330748058663,10,13,10,-0.45135752829895653,0.760287900075816
0.1,tuning,29,80000,11,C_fixed_crossing,25,0.00023829618957962675,25,28,25,-0.7157645545618733,0.760287900075816
0.1,tuning,29,80000,11,C_fixed_crossing,50,0.0005045111336449678,51,52,51,-0.6273580023036008,0.760287900075816
0.1,tuning,29,80000,11,C_fixed_crossing,100,0.000964599906626352,100,102,100,-0.6637907414128922,0.760287900075816
0.1,tuning,29,80000,11,D_growing_crossing,10,0.0001228330748058663,10,13,10,-0.45135752829895653,0.760287900075816
0.1,tuning,29,80000,11,D_growing_crossing,25,0.00023829618957962675,25,28,25,-0.7157645545618733,0.760287900075816
0.1,tuning,29,80000,11,D_growing_crossing,50,0.0005045111336449678,51,52,51,-0.6273580023036008,0.760287900075816
0.1,tuning,29,80000,12,A_fixed_raw,1.0e-5,1.0e-5,3,0,0,-0.0015794835134252947,0.8440821262399694
0.1,tuning,29,80000,12,A_fixed_raw,0.0001,0.0001,12,13,12,-0.36239799193864275,0.8440821262399694
0.1,tuning,29,80000,12,A_fixed_raw,0.001,0.001,152,151,151,-0.6277910413302473,0.8440821262399694
0.1,tuning,29,80000,12,C_fixed_crossing,10,8.28956712923322e-5,11,10,10,-0.3283973396103336,0.8440821262399694
0.1,tuning,29,80000,12,C_fixed_crossing,25,0.0001755033900111121,28,25,25,-0.5824821138915226,0.8440821262399694
0.1,tuning,29,80000,12,C_fixed_crossing,50,0.0003404766115645409,53,50,50,-0.6082910613319726,0.8440821262399694
0.1,tuning,29,80000,12,C_fixed_crossing,100,0.0006462507916376377,101,100,100,-0.6267559493623265,0.8440821262399694
0.1,tuning,29,80000,12,D_growing_crossing,10,8.28956712923322e-5,11,10,10,-0.3283973396103336,0.8440821262399694
0.1,tuning,29,80000,12,D_growing_crossing,25,0.0001755033900111121,28,25,25,-0.5824821138915226,0.8440821262399694
0.1,tuning,29,80000,12,D_growing_crossing,50,0.0003404766115645409,53,50,50,-0.6082910613319726,0.8440821262399694
0.1,tuning,29,80000,13,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.3071677326761748
0.1,tuning,29,80000,13,A_fixed_raw,0.0001,0.0001,1,1,1,0.023234605841734868,0.3071677326761748
0.1,tuning,29,80000,13,A_fixed_raw,0.001,0.001,28,29,28,0.11450462286081292,0.3071677326761748
0.1,tuning,29,80000,13,C_fixed_crossing,10,0.00043931929134400586,10,10,10,0.18157417775004164,0.3071677326761748
0.1,tuning,29,80000,13,C_fixed_crossing,25,0.0009100095722984232,25,25,25,0.1401244970914766,0.3071677326761748
0.1,tuning,29,80000,13,C_fixed_crossing,50,0.0019126564115584032,50,51,50,0.1369385063355597,0.3071677326761748
0.1,tuning,29,80000,13,C_fixed_crossing,100,0.003737673763142853,100,102,100,0.14228320409441694,0.3071677326761748
0.1,tuning,29,80000,13,D_growing_crossing,10,0.00043931929134400586,10,10,10,0.18157417775004164,0.3071677326761748
0.1,tuning,29,80000,13,D_growing_crossing,25,0.0009100095722984232,25,25,25,0.1401244970914766,0.3071677326761748
0.1,tuning,29,80000,13,D_growing_crossing,50,0.0019126564115584032,50,51,50,0.1369385063355597,0.3071677326761748
0.1,tuning,29,80000,14,A_fixed_raw,1.0e-5,1.0e-5,2,2,2,0.5114197630266826,1.2972022936396106
0.1,tuning,29,80000,14,A_fixed_raw,0.0001,0.0001,23,22,22,0.9136063710271647,1.2972022936396106
0.1,tuning,29,80000,14,A_fixed_raw,0.001,0.001,227,227,227,1.0254166290693465,1.2972022936396106
0.1,tuning,29,80000,14,C_fixed_crossing,10,5.394300027073001e-5,12,10,10,0.5084695443415891,1.2972022936396106
0.1,tuning,29,80000,14,C_fixed_crossing,25,0.00011337729675295551,27,25,25,0.9053827910954036,1.2972022936396106
0.1,tuning,29,80000,14,C_fixed_crossing,50,0.00022317892746405847,50,50,50,0.9315401151839426,1.2972022936396106
0.1,tuning,29,80000,14,C_fixed_crossing,100,0.0004556103262919857,100,100,100,0.9117360593020729,1.2972022936396106
0.1,tuning,29,80000,14,D_growing_crossing,10,5.394300027073001e-5,12,10,10,0.5084695443415891,1.2972022936396106
0.1,tuning,29,80000,14,D_growing_crossing,25,0.00011337729675295551,27,25,25,0.9053827910954036,1.2972022936396106
0.1,tuning,29,80000,14,D_growing_crossing,50,0.00022317892746405847,50,50,50,0.9315401151839426,1.2972022936396106
0.1,tuning,29,80000,1,B_power_scaled_anchor25,0.3333333333333333,0.0005878771077867834,25,25,25,-0.318506975555944,0.3819730496717949
0.1,tuning,29,80000,1,B_power_scaled_anchor25,0.5,0.0005878771077867834,25,25,25,-0.318506975555944,0.3819730496717949
0.1,tuning,29,80000,1,B_power_scaled_anchor25,0.6666666666666666,0.0005878771077867834,25,25,25,-0.318506975555944,0.3819730496717949
0.1,tuning,29,80000,1,B_power_scaled_anchor100,0.3333333333333333,0.002450006823774582,100,102,100,-0.29459159223679326,0.3819730496717949
0.1,tuning,29,80000,1,B_power_scaled_anchor100,0.5,0.002450006823774582,100,102,100,-0.29459159223679326,0.3819730496717949
0.1,tuning,29,80000,1,B_power_scaled_anchor100,0.6666666666666666,0.002450006823774582,100,102,100,-0.29459159223679326,0.3819730496717949
0.1,tuning,29,80000,2,B_power_scaled_anchor25,0.3333333333333333,0.000753037982626973,25,25,25,-0.003920201985964854,0.07251655396717029
0.1,tuning,29,80000,2,B_power_scaled_anchor25,0.5,0.000753037982626973,25,25,25,-0.003920201985964854,0.07251655396717029
0.1,tuning,29,80000,2,B_power_scaled_anchor25,0.6666666666666666,0.000753037982626973,25,25,25,-0.003920201985964854,0.07251655396717029
0.1,tuning,29,80000,2,B_power_scaled_anchor100,0.3333333333333333,0.002752769221129182,101,103,101,-0.055382958655439324,0.07251655396717029
0.1,tuning,29,80000,2,B_power_scaled_anchor100,0.5,0.002752769221129182,101,103,101,-0.055382958655439324,0.07251655396717029
0.1,tuning,29,80000,2,B_power_scaled_anchor100,0.6666666666666666,0.002752769221129182,101,103,101,-0.055382958655439324,0.07251655396717029
0.1,tuning,29,80000,3,B_power_scaled_anchor25,0.3333333333333333,0.0009233604622291324,25,26,25,-0.021778106602904496,0.2982316007191014
0.1,tuning,29,80000,3,B_power_scaled_anchor25,0.5,0.0009233604622291324,25,26,25,-0.021778106602904496,0.2982316007191014
0.1,tuning,29,80000,3,B_power_scaled_anchor25,0.6666666666666666,0.0009233604622291324,25,26,25,-0.021778106602904496,0.2982316007191014
0.1,tuning,29,80000,3,B_power_scaled_anchor100,0.3333333333333333,0.0036569028371450114,101,103,101,-0.06588641155166274,0.2982316007191014
0.1,tuning,29,80000,3,B_power_scaled_anchor100,0.5,0.0036569028371450114,101,103,101,-0.06588641155166274,0.2982316007191014
0.1,tuning,29,80000,3,B_power_scaled_anchor100,0.6666666666666666,0.0036569028371450114,101,103,101,-0.06588641155166274,0.2982316007191014
0.1,tuning,29,80000,4,B_power_scaled_anchor25,0.3333333333333333,0.00012373084539778453,31,25,25,1.2601725337832963,1.5901957092207055
0.1,tuning,29,80000,4,B_power_scaled_anchor25,0.5,0.00012373084539778453,31,25,25,1.2601725337832963,1.5901957092207055
0.1,tuning,29,80000,4,B_power_scaled_anchor25,0.6666666666666666,0.00012373084539778453,31,25,25,1.2601725337832963,1.5901957092207055
0.1,tuning,29,80000,4,B_power_scaled_anchor100,0.3333333333333333,0.0004829418190505914,104,100,100,1.2585820713751341,1.5901957092207055
0.1,tuning,29,80000,4,B_power_scaled_anchor100,0.5,0.0004829418190505914,104,100,100,1.2585820713751341,1.5901957092207055
0.1,tuning,29,80000,4,B_power_scaled_anchor100,0.6666666666666666,0.0004829418190505914,104,100,100,1.2585820713751341,1.5901957092207055
0.1,tuning,29,80000,5,B_power_scaled_anchor25,0.3333333333333333,0.0001717107713329538,25,25,25,-1.3874534953070903,0.751197942485476
0.1,tuning,29,80000,5,B_power_scaled_anchor25,0.5,0.0001717107713329538,25,25,25,-1.3874534953070903,0.751197942485476
0.1,tuning,29,80000,5,B_power_scaled_anchor25,0.6666666666666666,0.0001717107713329538,25,25,25,-1.3874534953070903,0.751197942485476
0.1,tuning,29,80000,5,B_power_scaled_anchor100,0.3333333333333333,0.0007475740633170672,102,101,101,-1.32540091761318,0.751197942485476
0.1,tuning,29,80000,5,B_power_scaled_anchor100,0.5,0.0007475740633170672,102,101,101,-1.32540091761318,0.751197942485476
0.1,tuning,29,80000,5,B_power_scaled_anchor100,0.6666666666666666,0.0007475740633170672,102,101,101,-1.32540091761318,0.751197942485476
0.1,tuning,29,80000,6,B_power_scaled_anchor25,0.3333333333333333,0.0001452300313988595,25,26,25,-0.9059756352718776,1.1372293674543315
0.1,tuning,29,80000,6,B_power_scaled_anchor25,0.5,0.0001452300313988595,25,26,25,-0.9059756352718776,1.1372293674543315
0.1,tuning,29,80000,6,B_power_scaled_anchor25,0.6666666666666666,0.0001452300313988595,25,26,25,-0.9059756352718776,1.1372293674543315
0.1,tuning,29,80000,6,B_power_scaled_anchor100,0.3333333333333333,0.0005836115685242321,100,101,100,-0.8698772636315586,1.1372293674543315
0.1,tuning,29,80000,6,B_power_scaled_anchor100,0.5,0.0005836115685242321,100,101,100,-0.8698772636315586,1.1372293674543315
0.1,tuning,29,80000,6,B_power_scaled_anchor100,0.6666666666666666,0.0005836115685242321,100,101,100,-0.8698772636315586,1.1372293674543315
0.1,tuning,29,80000,7,B_power_scaled_anchor25,0.3333333333333333,0.0002015468384785948,25,26,25,-0.9243818934438609,0.9924333042822502
0.1,tuning,29,80000,7,B_power_scaled_anchor25,0.5,0.0002015468384785948,25,26,25,-0.9243818934438609,0.9924333042822502
0.1,tuning,29,80000,7,B_power_scaled_anchor25,0.6666666666666666,0.0002015468384785948,25,26,25,-0.9243818934438609,0.9924333042822502
0.1,tuning,29,80000,7,B_power_scaled_anchor100,0.3333333333333333,0.0008585087101771192,100,100,100,-0.8207388117684786,0.9924333042822502
0.1,tuning,29,80000,7,B_power_scaled_anchor100,0.5,0.0008585087101771192,100,100,100,-0.8207388117684786,0.9924333042822502
0.1,tuning,29,80000,7,B_power_scaled_anchor100,0.6666666666666666,0.0008585087101771192,100,100,100,-0.8207388117684786,0.9924333042822502
0.1,tuning,29,80000,8,B_power_scaled_anchor25,0.3333333333333333,0.0003008306745507225,25,25,25,-0.2379200519121592,0.36414053330894147
0.1,tuning,29,80000,8,B_power_scaled_anchor25,0.5,0.0003008306745507225,25,25,25,-0.2379200519121592,0.36414053330894147
0.1,tuning,29,80000,8,B_power_scaled_anchor25,0.6666666666666666,0.0003008306745507225,25,25,25,-0.2379200519121592,0.36414053330894147
0.1,tuning,29,80000,8,B_power_scaled_anchor100,0.3333333333333333,0.001157213888089168,100,102,100,-0.2610938195717409,0.36414053330894147
0.1,tuning,29,80000,8,B_power_scaled_anchor100,0.5,0.001157213888089168,100,102,100,-0.2610938195717409,0.36414053330894147
0.1,tuning,29,80000,8,B_power_scaled_anchor100,0.6666666666666666,0.001157213888089168,100,102,100,-0.2610938195717409,0.36414053330894147
0.1,tuning,29,80000,9,B_power_scaled_anchor25,0.3333333333333333,8.851069778883683e-5,25,28,25,0.9769503385026528,1.4440302098093005
0.1,tuning,29,80000,9,B_power_scaled_anchor25,0.5,8.851069778883683e-5,25,28,25,0.9769503385026528,1.4440302098093005
0.1,tuning,29,80000,9,B_power_scaled_anchor25,0.6666666666666666,8.851069778883683e-5,25,28,25,0.9769503385026528,1.4440302098093005
0.1,tuning,29,80000,9,B_power_scaled_anchor100,0.3333333333333333,0.00036353915711813314,100,104,100,1.0535643182157057,1.4440302098093005
0.1,tuning,29,80000,9,B_power_scaled_anchor100,0.5,0.00036353915711813314,100,104,100,1.0535643182157057,1.4440302098093005
0.1,tuning,29,80000,9,B_power_scaled_anchor100,0.6666666666666666,0.00036353915711813314,100,104,100,1.0535643182157057,1.4440302098093005
0.1,tuning,29,80000,10,B_power_scaled_anchor25,0.3333333333333333,0.0007866704255177681,25,25,25,-0.03049910745250306,0.08745637221810908
0.1,tuning,29,80000,10,B_power_scaled_anchor25,0.5,0.0007866704255177681,25,25,25,-0.03049910745250306,0.08745637221810908
0.1,tuning,29,80000,10,B_power_scaled_anchor25,0.6666666666666666,0.0007866704255177681,25,25,25,-0.03049910745250306,0.08745637221810908
0.1,tuning,29,80000,10,B_power_scaled_anchor100,0.3333333333333333,0.002939230973286228,100,100,100,-0.07011322789995035,0.08745637221810908
0.1,tuning,29,80000,10,B_power_scaled_anchor100,0.5,0.002939230973286228,100,100,100,-0.07011322789995035,0.08745637221810908
0.1,tuning,29,80000,10,B_power_scaled_anchor100,0.6666666666666666,0.002939230973286228,100,100,100,-0.07011322789995035,0.08745637221810908
0.1,tuning,29,80000,11,B_power_scaled_anchor25,0.3333333333333333,0.00023829618957962675,25,28,25,-0.7157645545618733,0.760287900075816
0.1,tuning,29,80000,11,B_power_scaled_anchor25,0.5,0.00023829618957962675,25,28,25,-0.7157645545618733,0.760287900075816
0.1,tuning,29,80000,11,B_power_scaled_anchor25,0.6666666666666666,0.00023829618957962675,25,28,25,-0.7157645545618733,0.760287900075816
0.1,tuning,29,80000,11,B_power_scaled_anchor100,0.3333333333333333,0.000964599906626352,100,102,100,-0.6637907414128922,0.760287900075816
0.1,tuning,29,80000,11,B_power_scaled_anchor100,0.5,0.000964599906626352,100,102,100,-0.6637907414128922,0.760287900075816
0.1,tuning,29,80000,11,B_power_scaled_anchor100,0.6666666666666666,0.000964599906626352,100,102,100,-0.6637907414128922,0.760287900075816
0.1,tuning,29,80000,12,B_power_scaled_anchor25,0.3333333333333333,0.0001755033900111121,28,25,25,-0.5824821138915226,0.8440821262399694
0.1,tuning,29,80000,12,B_power_scaled_anchor25,0.5,0.0001755033900111121,28,25,25,-0.5824821138915226,0.8440821262399694
0.1,tuning,29,80000,12,B_power_scaled_anchor25,0.6666666666666666,0.0001755033900111121,28,25,25,-0.5824821138915226,0.8440821262399694
0.1,tuning,29,80000,12,B_power_scaled_anchor100,0.3333333333333333,0.0006462507916376377,101,100,100,-0.6267559493623265,0.8440821262399694
0.1,tuning,29,80000,12,B_power_scaled_anchor100,0.5,0.0006462507916376377,101,100,100,-0.6267559493623265,0.8440821262399694
0.1,tuning,29,80000,12,B_power_scaled_anchor100,0.6666666666666666,0.0006462507916376377,101,100,100,-0.6267559493623265,0.8440821262399694
0.1,tuning,29,80000,13,B_power_scaled_anchor25,0.3333333333333333,0.0009100095722984232,25,25,25,0.1401244970914766,0.3071677326761748
0.1,tuning,29,80000,13,B_power_scaled_anchor25,0.5,0.0009100095722984232,25,25,25,0.1401244970914766,0.3071677326761748
0.1,tuning,29,80000,13,B_power_scaled_anchor25,0.6666666666666666,0.0009100095722984232,25,25,25,0.1401244970914766,0.3071677326761748
0.1,tuning,29,80000,13,B_power_scaled_anchor100,0.3333333333333333,0.003737673763142853,100,102,100,0.14228320409441694,0.3071677326761748
0.1,tuning,29,80000,13,B_power_scaled_anchor100,0.5,0.003737673763142853,100,102,100,0.14228320409441694,0.3071677326761748
0.1,tuning,29,80000,13,B_power_scaled_anchor100,0.6666666666666666,0.003737673763142853,100,102,100,0.14228320409441694,0.3071677326761748
0.1,tuning,29,80000,14,B_power_scaled_anchor25,0.3333333333333333,0.00011337729675295551,27,25,25,0.9053827910954036,1.2972022936396106
0.1,tuning,29,80000,14,B_power_scaled_anchor25,0.5,0.00011337729675295551,27,25,25,0.9053827910954036,1.2972022936396106
0.1,tuning,29,80000,14,B_power_scaled_anchor25,0.6666666666666666,0.00011337729675295551,27,25,25,0.9053827910954036,1.2972022936396106
0.1,tuning,29,80000,14,B_power_scaled_anchor100,0.3333333333333333,0.0004556103262919857,100,100,100,0.9117360593020729,1.2972022936396106
0.1,tuning,29,80000,14,B_power_scaled_anchor100,0.5,0.0004556103262919857,100,100,100,0.9117360593020729,1.2972022936396106
0.1,tuning,29,80000,14,B_power_scaled_anchor100,0.6666666666666666,0.0004556103262919857,100,100,100,0.9117360593020729,1.2972022936396106
0.1,tuning,29,320000,1,A_fixed_raw,1.0e-5,1.0e-5,2,2,2,-0.2677803734515982,0.3819730496717949
0.1,tuning,29,320000,1,A_fixed_raw,0.0001,0.0001,18,15,15,-0.27844621596197217,0.3819730496717949
0.1,tuning,29,320000,1,A_fixed_raw,0.001,0.001,167,161,161,-0.29419200616986885,0.3819730496717949
0.1,tuning,29,320000,1,C_fixed_crossing,10,5.5537423161657564e-5,11,10,10,-0.32152561886249575,0.3819730496717949
0.1,tuning,29,320000,1,C_fixed_crossing,25,0.00016081761881177477,28,25,25,-0.2981561561545835,0.3819730496717949
0.1,tuning,29,320000,1,C_fixed_crossing,50,0.00032120776037715594,54,50,50,-0.2997739898125566,0.3819730496717949
0.1,tuning,29,320000,1,C_fixed_crossing,100,0.0006322853473064239,102,100,100,-0.2833036155940612,0.3819730496717949
0.1,tuning,29,320000,1,D_growing_crossing,10,0.00012554611959733733,23,20,20,-0.30123750244287956,0.3819730496717949
0.1,tuning,29,320000,1,D_growing_crossing,25,0.00032120776037715594,54,50,50,-0.2997739898125566,0.3819730496717949
0.1,tuning,29,320000,1,D_growing_crossing,50,0.0006322853473064239,102,100,100,-0.2833036155940612,0.3819730496717949
0.1,tuning,29,320000,2,A_fixed_raw,1.0e-5,1.0e-5,2,2,2,0.003832282614163462,0.07251655396717029
0.1,tuning,29,320000,2,A_fixed_raw,0.0001,0.0001,15,13,13,-0.052251483869600324,0.07251655396717029
0.1,tuning,29,320000,2,A_fixed_raw,0.001,0.001,150,143,143,-0.05451771744053452,0.07251655396717029
0.1,tuning,29,320000,2,C_fixed_crossing,10,8.472660868106569e-5,14,10,10,-0.04427602370960068,0.07251655396717029
0.1,tuning,29,320000,2,C_fixed_crossing,25,0.0001806908401170518,28,25,25,-0.055766936416227986,0.07251655396717029
0.1,tuning,29,320000,2,C_fixed_crossing,50,0.00034296510979339105,52,50,50,-0.05303557182810025,0.07251655396717029
0.1,tuning,29,320000,2,C_fixed_crossing,100,0.00070526603719036,106,100,100,-0.05743595445015964,0.07251655396717029
0.1,tuning,29,320000,2,D_growing_crossing,10,0.00014003711240540635,21,20,20,-0.062452881209631016,0.07251655396717029
0.1,tuning,29,320000,2,D_growing_crossing,25,0.00034296510979339105,52,50,50,-0.05303557182810025,0.07251655396717029
0.1,tuning,29,320000,2,D_growing_crossing,50,0.00070526603719036,106,100,100,-0.05743595445015964,0.07251655396717029
0.1,tuning,29,320000,3,A_fixed_raw,1.0e-5,1.0e-5,2,1,1,-0.04899166182181779,0.2982316007191014
0.1,tuning,29,320000,3,A_fixed_raw,0.0001,0.0001,12,13,12,-0.08677806163558122,0.2982316007191014
0.1,tuning,29,320000,3,A_fixed_raw,0.001,0.001,111,113,111,-0.046218702321999816,0.2982316007191014
0.1,tuning,29,320000,3,C_fixed_crossing,10,8.350154471853436e-5,10,11,10,-0.0690999486970975,0.2982316007191014
0.1,tuning,29,320000,3,C_fixed_crossing,25,0.00022317892746405847,25,27,25,-0.05878299647071786,0.2982316007191014
0.1,tuning,29,320000,3,C_fixed_crossing,50,0.00046567350532288184,50,54,50,-0.05593997792168197,0.2982316007191014
0.1,tuning,29,320000,3,C_fixed_crossing,100,0.0008968517231889677,100,101,100,-0.05244676109609401,0.2982316007191014
0.1,tuning,29,320000,3,D_growing_crossing,10,0.00018334178313053807,20,24,20,-0.06255434548624893,0.2982316007191014
0.1,tuning,29,320000,3,D_growing_crossing,25,0.00046567350532288184,50,54,50,-0.05593997792168197,0.2982316007191014
0.1,tuning,29,320000,3,D_growing_crossing,50,0.0008968517231889677,100,101,100,-0.05244676109609401,0.2982316007191014
0.1,tuning,29,320000,4,A_fixed_raw,1.0e-5,1.0e-5,10,8,8,1.2728011527865513,1.5901957092207055
0.1,tuning,29,320000,4,A_fixed_raw,0.0001,0.0001,82,83,82,1.175951976493117,1.5901957092207055
0.1,tuning,29,320000,4,A_fixed_raw,0.001,0.001,828,836,828,1.2086050486899147,1.5901957092207055
0.1,tuning,29,320000,4,C_fixed_crossing,10,1.1688994567039128e-5,11,10,10,1.219413754741793,1.5901957092207055
0.1,tuning,29,320000,4,C_fixed_crossing,25,2.9906107635834993e-5,25,27,25,1.26338879526388,1.5901957092207055
