target,scramble,W,direction,cross_target,t,pred_B,pred_C,secant_block_fixed_dual,secant_reopt,one_sided,lfd_ok_p,lfd_ok_m
0.1,tuning,320000,mixed_block_random,c25,2.5553026497675633e-5,-0.3089276035963567,-0.3209981229173825,-0.3941044812298207,-0.39415690588805247,-0.4379577926963072,true,true
0.1,tuning,320000,mixed_block_random,c100,9.61911418364924e-5,-0.3089276035963567,-0.3209981229173825,-0.31826934202924323,-0.31802071253723496,-0.3922764305754981,true,true
0.1,tuning,320000,mixed_block_random,c400,0.0003993471355149527,-0.3089276035963567,-0.3209981229173825,-0.2848419410403081,-0.28499492373776103,-0.27933375629077095,true,true
0.1,tuning,320000,dense_random_1,c25,2.479467496777379e-5,0.016499278033020613,0.04727421528015801,0.04765628384721829,0.047378726429206874,-0.0422058216977065,true,true
0.1,tuning,320000,dense_random_1,c100,9.988263416200634e-5,0.016499278033020613,0.04727421528015801,0.03947384983991223,0.03915709959054873,0.03544581505883152,true,true
0.1,tuning,320000,dense_random_1,c400,0.0003731743118163151,0.016499278033020613,0.04727421528015801,0.05336124094651624,0.05373347242330645,0.07131128092253756,true,true
0.1,tuning,320000,dense_random_2,c25,2.2995804353392956e-5,0.3228664679785335,0.331913487988849,0.32949499576566704,0.32939422779138805,0.341864852577858,true,true
0.1,tuning,320000,dense_random_2,c100,9.125112132571175e-5,0.3228664679785335,0.331913487988849,0.31620413409568543,0.3160058797811913,0.2272191657483803,true,true
0.1,tuning,320000,dense_random_2,c400,0.00035938242376984544,0.3228664679785335,0.331913487988849,0.2839162262231227,0.283665583260668,0.31326501298732784,true,true
0.1,tuning,320000,gradient_descent,c25,1.3370201141059284e-5,-2.9230917195028905,-2.910806797554384,-2.950936488864823,-2.950693645180466,-3.4997800016743486,true,true
0.1,tuning,320000,gradient_descent,c100,4.9952783599677996e-5,-2.9230917195028905,-2.910806797554384,-2.7458592503966908,-2.7461835713342113,-2.7448163760811752,true,true
0.1,tuning,320000,gradient_descent,c400,0.00019525732539409207,-2.9230917195028905,-2.910806797554384,-2.784242565385705,-2.784843650206668,-2.712942061623321,true,true
0.1,tuning,320000,pivot_leverage_weighted,c25,2.132744303149079e-5,-0.5968076477873625,-0.5357325282166403,-0.4965518215477007,-0.49664245080035063,-0.5423928135910411,true,true
0.1,tuning,320000,pivot_leverage_weighted,c100,7.445977350754876e-5,-0.5968076477873625,-0.5357325282166403,-0.50258561947586,-0.5029648439669331,-0.5644336204818612,true,true
0.1,tuning,320000,pivot_leverage_weighted,c400,0.00029546858730426795,-0.5968076477873625,-0.5357325282166403,-0.4290055195259283,-0.42891150235950615,-0.3975988686950751,true,true
0.1,tuning,320000,leverage_weighted_random_2,c25,1.8906149485411915e-5,1.3058734135601753,1.230998178963458,1.3043129787961176,1.3044283078873424,1.2476785781897186,true,true
0.1,tuning,320000,leverage_weighted_random_2,c100,7.790181917980703e-5,1.3058734135601753,1.230998178963458,1.226968965348839,1.2273103769201215,1.2036238691864694,true,true
0.1,tuning,320000,leverage_weighted_random_2,c400,0.0003138189516823524,1.3058734135601753,1.230998178963458,1.1520436926820063,1.1526784393738643,1.1558990024136542,true,true
