point,direction,step_type,epsilon,obj_improves,predicted_obj_change,realized_obj_change,delta_finite_after_step,predicted_delta_change,realized_delta_change,new_status,Delta0
D20_near_boundary,lower,neg_DeltaStar_grad,3.0e-5,true,-9.334856392401993e-8,-9.334856387877011e-8,false,-5.372988469510209,NaN,NumericalFailure,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,0.0001,true,-3.111618797467331e-7,-3.1116187970692266e-7,false,-17.909961565034028,NaN,AboveEvaluationCap,4.068414936875259
D20_near_boundary,lower,projected_tangent,1.0e-8,true,-9.999951589025115e-9,-9.999951644523719e-9,true,-4.168480663483857e-22,-5.496197134746694e-6,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,3.0e-8,true,-2.9999854767075344e-8,-2.9999854822548855e-8,true,-1.250544199045157e-21,-1.6488555782068204e-5,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,1.0e-7,true,-9.999951589025115e-8,-9.999951589012568e-8,true,-4.1684806634838566e-21,-5.496143362559991e-5,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,3.0e-7,true,-2.9999854767075344e-7,-2.9999854767037704e-7,true,-1.250544199045157e-20,-0.00016488071391229653,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,1.0e-6,true,-9.999951589025115e-7,-9.999951589012568e-7,true,-4.168480663483857e-20,-0.0005495605830727612,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,3.0e-6,true,-2.9999854767075346e-6,-2.9999854767037704e-6,true,-1.250544199045157e-19,-0.0016847638300996337,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,1.0e-5,true,-9.999951589025116e-6,-9.999951589012568e-6,true,-4.168480663483857e-19,-0.005567257526494451,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,3.0e-5,true,-2.9999854767075346e-5,-2.9999854767037704e-5,true,-1.250544199045157e-18,-0.01665743121447605,FiniteSolved,4.068414936875259
D20_near_boundary,lower,projected_tangent,0.0001,true,-9.999951589025115e-5,-9.99995158902367e-5,true,-4.168480663483857e-18,-0.05510255242981632,FiniteSolved,4.068414936875259
